Id_member,Tanggal,Deskripsi_barang,Kategori
1615,2015-03-12,daun singkong,Sayuran
4734,2015-12-07,apel,Buah-buahan
4946,2015-04-11,ikan nila,Ikan Segar
2419,2015-08-22,susu sapi,Makanan dan Minuman
4989,2015-03-06,pare,Sayuran
2961,2015-05-27,penyedap rasa,Bahan dan Bumbu Makanan
2707,2015-07-03,roti cokelat,Makanan dan Minuman
2010,2015-06-11,soda,Bahan dan Bumbu Makanan
1502,2015-04-16,susu sapi uht,Makanan dan Minuman
2600,2015-04-29,susu sapi,Makanan dan Minuman
3603,2015-01-30,apel,Buah-buahan
4352,2015-04-14,yogurt,Makanan dan Minuman
1477,2015-05-16,pare,Sayuran
4938,2015-11-24,kangkung,Sayuran
2745,2015-01-27,pare,Sayuran
2738,2015-09-11,anggur,Buah-buahan
4170,2015-01-19,minyak goreng,Bahan dan Bumbu Makanan
3776,2015-05-17,buah jeruk,Buah-buahan
1062,2015-09-18,susu sapi,Makanan dan Minuman
1546,2015-03-01,air mineral,Makanan dan Minuman
2020,2015-11-19,yogurt,Makanan dan Minuman
2366,2015-01-18,nanas,Buah-buahan
1107,2015-03-01,roti bolu,Makanan dan Minuman
1407,2015-07-29,susu sapi,Makanan dan Minuman
3718,2015-02-26,roti cokelat,Makanan dan Minuman
4808,2015-07-26,ikan tongkol,Ikan Segar
2940,2015-05-21,pare,Sayuran
3048,2015-10-12,bawang putih,Sayuran
3165,2015-06-15,susu sapi,Makanan dan Minuman
4306,2015-12-28,susu sapi,Makanan dan Minuman
4302,2015-05-11,roti bolu,Makanan dan Minuman
4516,2015-03-29,yogurt,Makanan dan Minuman
3582,2015-03-31,susu sapi,Makanan dan Minuman
1534,2015-10-07,bayam,Sayuran
1844,2015-07-24,cokelat,Buah-buahan
1218,2015-05-07,yogurt,Makanan dan Minuman
4482,2015-11-30,roti bolu,Makanan dan Minuman
2574,2015-11-12,bayam,Sayuran
2767,2015-01-27,pare,Sayuran
2794,2015-09-29,gula,Bahan dan Bumbu Makanan
4228,2015-03-26,nanas,Buah-buahan
3062,2015-08-06,air mineral,Makanan dan Minuman
2365,2015-06-21,nanas,Buah-buahan
3775,2015-07-07,roti cokelat,Makanan dan Minuman
2232,2015-06-05,buah jeruk,Buah-buahan
4156,2015-03-08,kepiting,Ikan Segar
3643,2015-09-20,daun singkong,Sayuran
3470,2015-04-10,kepiting,Ikan Segar
2602,2015-11-12,penyedap rasa,Bahan dan Bumbu Makanan
4796,2015-10-06,susu sapi,Makanan dan Minuman
3289,2015-09-08,permen,Makanan dan Minuman
4470,2015-03-31,kangkung,Sayuran
2502,2015-07-02,susu sapi,Makanan dan Minuman
2205,2015-07-03,roti bolu,Makanan dan Minuman
3201,2015-01-21,gula,Bahan dan Bumbu Makanan
2882,2015-06-25,minyak goreng,Bahan dan Bumbu Makanan
2757,2015-12-16,bawang merah,Sayuran
3679,2015-08-30,roti bolu,Makanan dan Minuman
2380,2015-12-02,daun singkong,Sayuran
1825,2015-06-10,soda,Bahan dan Bumbu Makanan
2868,2015-07-18,susu sapi,Makanan dan Minuman
2709,2015-08-20,roti bolu,Makanan dan Minuman
4585,2015-07-16,kunyit,Bahan dan Bumbu Makanan
2634,2015-04-22,bayam,Sayuran
4832,2015-03-12,susu sapi,Makanan dan Minuman
2032,2015-07-28,beras,Bahan dan Bumbu Makanan
2061,2015-12-27,apel,Buah-buahan
2210,2015-01-13,susu sapi,Makanan dan Minuman
2346,2015-05-08,belut,Ikan Segar
4315,2015-04-26,mentega,Bahan dan Bumbu Makanan
4166,2015-07-26,daun singkong,Sayuran
3907,2015-10-25,bayam,Sayuran
2706,2015-03-22,anggur,Buah-buahan
2855,2015-05-08,susu sapi,Makanan dan Minuman
2074,2015-10-04,wafel,Bahan dan Bumbu Makanan
2840,2015-05-27,roti bolu,Makanan dan Minuman
2247,2015-05-31,udang,Ikan Segar
4063,2015-07-14,daun singkong,Sayuran
4780,2015-03-07,susu sapi,Makanan dan Minuman
1081,2015-06-03,penyedap rasa,Bahan dan Bumbu Makanan
4843,2015-02-03,markisa,Buah-buahan
3246,2015-08-27,daging sapi,Daging-dagingan
4009,2015-07-14,telur ayam,Bahan dan Bumbu Makanan
3697,2015-03-10,susu sapi uht,Makanan dan Minuman
4579,2015-10-29,pare,Sayuran
3803,2015-06-10,beri,Buah-buahan
4108,2015-07-21,roti bolu,Makanan dan Minuman
1664,2015-01-04,susu sapi,Makanan dan Minuman
4179,2015-06-03,tepung panir,Bahan dan Bumbu Makanan
4172,2015-02-18,susu sapi,Makanan dan Minuman
2851,2015-02-17,wortel,Sayuran
3385,2015-06-22,yogurt,Makanan dan Minuman
1303,2015-08-09,margarin,Bahan dan Bumbu Makanan
4487,2015-01-22,apel,Buah-buahan
2392,2015-03-23,bawang merah,Sayuran
4218,2015-03-10,pare,Sayuran
2891,2015-02-07,roti bolu,Makanan dan Minuman
4474,2015-10-12,daging bebek,Daging-dagingan
4437,2015-07-28,roti bolu,Makanan dan Minuman
2648,2015-08-11,margarin,Bahan dan Bumbu Makanan
1081,2015-03-05,yogurt,Makanan dan Minuman
3071,2015-01-21,gula,Bahan dan Bumbu Makanan
3409,2015-05-20,anggur,Buah-buahan
2768,2015-01-01,nanas,Buah-buahan
3424,2015-08-16,roti bolu,Makanan dan Minuman
4610,2015-04-19,roti cokelat,Makanan dan Minuman
3090,2015-04-11,bayam,Sayuran
4585,2015-01-05,apel,Buah-buahan
4388,2015-03-20,penyedap rasa,Bahan dan Bumbu Makanan
3751,2015-01-01,buah jeruk,Buah-buahan
2650,2015-11-05,soda,Bahan dan Bumbu Makanan
4282,2015-06-23,bayam,Sayuran
3273,2015-09-26,daging sapi,Daging-dagingan
2983,2015-11-09,soda,Bahan dan Bumbu Makanan
2075,2015-01-20,pare,Sayuran
2841,2015-12-20,minyak goreng,Bahan dan Bumbu Makanan
1562,2015-11-05,ikan lele,Ikan Segar
4619,2015-06-16,kacang telur,Makanan dan Minuman
3122,2015-10-31,kepiting,Ikan Segar
1790,2015-03-29,seledri,Sayuran
4395,2015-08-06,seledri,Sayuran
3074,2015-04-13,margarin,Bahan dan Bumbu Makanan
3797,2015-01-20,daun singkong,Sayuran
4958,2015-11-07,minyak,Bahan dan Bumbu Makanan
3752,2015-08-02,bayam,Sayuran
1277,2015-01-12,roti bolu,Makanan dan Minuman
4403,2015-09-20,bayam,Sayuran
2272,2015-05-09,kangkung,Sayuran
3443,2015-04-18,nanas,Buah-buahan
4667,2015-07-19,susu kental manis,Bahan dan Bumbu Makanan
2902,2015-06-06,daun singkong,Sayuran
1494,2015-06-25,susu sapi,Makanan dan Minuman
2231,2015-08-05,margarin,Bahan dan Bumbu Makanan
1917,2015-07-29,rempah-rempah,Bahan dan Bumbu Makanan
2144,2015-05-01,bayam,Sayuran
2656,2015-12-16,kepiting,Ikan Segar
1881,2015-05-06,minyak goreng,Bahan dan Bumbu Makanan
4764,2015-09-27,nanas,Buah-buahan
2755,2015-05-17,susu sapi,Makanan dan Minuman
2361,2015-02-27,kangkung,Sayuran
2311,2015-01-11,bayam,Sayuran
3937,2015-04-05,mentega,Bahan dan Bumbu Makanan
4932,2015-07-17,gurita,Ikan Segar
3304,2015-03-28,soda,Bahan dan Bumbu Makanan
1133,2015-03-08,minyak goreng,Bahan dan Bumbu Makanan
2843,2015-12-14,bawang merah,Sayuran
2719,2015-05-30,susu sapi,Makanan dan Minuman
2678,2015-04-04,tepung beras,Bahan dan Bumbu Makanan
2211,2015-11-29,penyedap rasa,Bahan dan Bumbu Makanan
4682,2015-03-19,pare,Sayuran
1696,2015-04-10,kepiting rajungan,Ikan Segar
2061,2015-12-02,daging sapi,Daging-dagingan
1385,2015-06-21,melon,Buah-buahan
4302,2015-08-03,bubuk lada,Bahan dan Bumbu Makanan
4113,2015-04-27,margarin,Bahan dan Bumbu Makanan
1122,2015-06-25,kangkung,Sayuran
4508,2015-07-10,pare,Sayuran
4688,2015-03-08,bayam,Sayuran
3906,2015-06-16,bawang merah,Sayuran
2847,2015-05-18,daging ayam,Daging-dagingan
3402,2015-03-29,bawang merah,Sayuran
2039,2015-09-22,bawang bombai,Sayuran
4228,2015-04-04,bubur instan,Makanan dan Minuman
3622,2015-08-29,ikan salmon,Ikan Segar
2643,2015-08-11,beras,Bahan dan Bumbu Makanan
3406,2015-09-13,ikan lele,Ikan Segar
4537,2015-01-22,roti bolu,Makanan dan Minuman
1326,2015-07-02,kangkung,Sayuran
3490,2015-09-07,gurita,Ikan Segar
1277,2015-02-03,bubur instan,Makanan dan Minuman
1599,2015-10-13,soda,Bahan dan Bumbu Makanan
2013,2015-07-02,bayam,Sayuran
2613,2015-05-24,roti bolu,Makanan dan Minuman
1705,2015-12-10,soda,Bahan dan Bumbu Makanan
4571,2015-03-03,penyedap rasa,Bahan dan Bumbu Makanan
3432,2015-02-25,gurita,Ikan Segar
3641,2015-12-27,mangga,Buah-buahan
4232,2015-11-14,bawang putih,Sayuran
3614,2015-04-28,daun singkong,Sayuran
1120,2015-07-14,roti cokelat,Makanan dan Minuman
4345,2015-01-28,nanas,Buah-buahan
3663,2015-04-01,kepiting,Ikan Segar
2147,2015-12-11,wafel,Bahan dan Bumbu Makanan
4718,2015-04-09,nastar,Makanan dan Minuman
2825,2015-08-14,susu sapi,Makanan dan Minuman
3195,2015-06-14,roti bolu,Makanan dan Minuman
1910,2015-10-30,garam,Bahan dan Bumbu Makanan
4170,2015-08-01,roti bolu,Makanan dan Minuman
4576,2015-09-17,penyedap rasa,Bahan dan Bumbu Makanan
1959,2015-09-07,pare,Sayuran
2729,2015-06-01,anggur,Buah-buahan
1811,2015-03-18,anggur,Buah-buahan
4548,2015-07-30,daging bebek,Daging-dagingan
4463,2015-08-15,pare,Sayuran
3908,2015-10-07,kelapa,Buah-buahan
3579,2015-05-24,mentimun,Sayuran
2226,2015-06-01,yogurt,Makanan dan Minuman
3701,2015-04-27,daging sapi,Daging-dagingan
4149,2015-03-20,bawang merah,Sayuran
3011,2015-06-22,roti bolu,Makanan dan Minuman
2324,2015-08-18,wortel,Sayuran
3778,2015-03-12,roti bolu,Makanan dan Minuman
3837,2015-12-05,bayam,Sayuran
3587,2015-06-01,gula,Bahan dan Bumbu Makanan
3885,2015-10-15,roti bolu,Makanan dan Minuman
2271,2015-01-17,roti bolu,Makanan dan Minuman
4134,2015-06-14,cokelat,Buah-buahan
4936,2015-03-15,ikan salmon,Ikan Segar
4084,2015-03-11,ikan kembung,Ikan Segar
1054,2015-10-21,bayam,Sayuran
2553,2015-07-20,daging bebek,Daging-dagingan
1513,2015-12-11,kepiting,Ikan Segar
1088,2015-09-11,ikan nila,Ikan Segar
3724,2015-11-12,frozen food,Makanan dan Minuman
3054,2015-02-17,kepiting,Ikan Segar
2281,2015-10-27,kopi instan,Makanan dan Minuman
4353,2015-12-06,sawi,Sayuran
2131,2015-08-27,bayam,Sayuran
2876,2015-09-09,bayam,Sayuran
4395,2015-02-25,permen,Makanan dan Minuman
2438,2015-02-20,buah jeruk,Buah-buahan
2690,2015-10-17,bawang putih,Sayuran
4362,2015-02-03,gula,Bahan dan Bumbu Makanan
1777,2015-04-21,apel,Buah-buahan
1659,2015-10-03,apel,Buah-buahan
4244,2015-10-31,minyak,Bahan dan Bumbu Makanan
2165,2015-04-27,kopi,Makanan dan Minuman
4809,2015-04-02,susu sapi,Makanan dan Minuman
3715,2015-06-04,roti bolu,Makanan dan Minuman
1562,2015-01-22,daging sapi,Daging-dagingan
2676,2015-07-11,air mineral,Makanan dan Minuman
3339,2015-04-13,margarin,Bahan dan Bumbu Makanan
1565,2015-12-12,minyak goreng,Bahan dan Bumbu Makanan
4835,2015-10-28,nanas,Buah-buahan
3996,2015-08-31,bayam,Sayuran
2499,2015-02-18,pare,Sayuran
1361,2015-06-07,bawang putih,Sayuran
4418,2015-01-13,margarin,Bahan dan Bumbu Makanan
4610,2015-01-22,beras,Bahan dan Bumbu Makanan
3160,2015-06-05,margarin,Bahan dan Bumbu Makanan
2779,2015-01-12,roti bolu,Makanan dan Minuman
4154,2015-02-07,soda,Bahan dan Bumbu Makanan
2034,2015-11-10,ikan sarden,Ikan Segar
2601,2015-05-20,bayam,Sayuran
2511,2015-03-16,susu sapi,Makanan dan Minuman
4246,2015-01-12,susu sapi,Makanan dan Minuman
4231,2015-11-01,nastar,Makanan dan Minuman
2100,2015-09-19,apel,Buah-buahan
2380,2015-01-06,susu sapi,Makanan dan Minuman
2324,2015-05-14,kentang,Sayuran
1473,2015-02-10,kepiting rajungan,Ikan Segar
3824,2015-12-02,susu sapi,Makanan dan Minuman
3289,2015-12-26,melon,Buah-buahan
1220,2015-12-29,kacang telur,Makanan dan Minuman
1923,2015-04-30,bayam,Sayuran
3612,2015-06-13,roti cokelat,Makanan dan Minuman
2682,2015-06-28,kepiting,Ikan Segar
4560,2015-03-07,wafel,Bahan dan Bumbu Makanan
4531,2015-10-16,bawang merah,Sayuran
1379,2015-07-07,rempah-rempah,Bahan dan Bumbu Makanan
4826,2015-01-17,susu sapi,Makanan dan Minuman
1763,2015-03-12,kangkung,Sayuran
1094,2015-08-09,susu sapi,Makanan dan Minuman
1729,2015-01-08,susu sapi,Makanan dan Minuman
4497,2015-07-06,bawang merah,Sayuran
1893,2015-01-18,pare,Sayuran
3478,2015-02-04,roti bolu,Makanan dan Minuman
2295,2015-12-28,nanas,Buah-buahan
1833,2015-07-24,beras,Bahan dan Bumbu Makanan
3307,2015-03-03,bayam,Sayuran
3562,2015-03-18,nastar,Makanan dan Minuman
3145,2015-11-16,kue bar,Makanan dan Minuman
3595,2015-12-17,susu sapi,Makanan dan Minuman
4934,2015-03-17,bayam,Sayuran
3386,2015-03-02,yogurt,Makanan dan Minuman
4125,2015-03-21,yogurt,Makanan dan Minuman
2570,2015-03-19,kue tart,Makanan dan Minuman
3613,2015-05-10,bayam,Sayuran
3292,2015-07-31,beras,Bahan dan Bumbu Makanan
1409,2015-02-07,nastar,Makanan dan Minuman
3315,2015-11-19,permen,Makanan dan Minuman
3486,2015-01-29,yogurt,Makanan dan Minuman
1256,2015-02-08,kopi,Makanan dan Minuman
2523,2015-04-07,bayam,Sayuran
1432,2015-04-08,anggur,Buah-buahan
4819,2015-01-10,roti bolu,Makanan dan Minuman
4455,2015-06-30,susu sapi,Makanan dan Minuman
3467,2015-11-27,buah jeruk,Buah-buahan
1991,2015-10-22,kacang polong,Sayuran
4862,2015-05-15,keju lembut,Bahan dan Bumbu Makanan
3225,2015-02-25,kangkung,Sayuran
3296,2015-06-27,bayam,Sayuran
4179,2015-03-21,belut,Ikan Segar
4641,2015-06-07,nanas,Buah-buahan
3411,2015-06-19,margarin,Bahan dan Bumbu Makanan
1932,2015-03-15,susu sapi uht,Makanan dan Minuman
1324,2015-10-04,susu sapi,Makanan dan Minuman
4787,2015-12-08,susu sapi,Makanan dan Minuman
1497,2015-10-10,margarin,Bahan dan Bumbu Makanan
3666,2015-12-04,cokelat,Buah-buahan
4338,2015-06-09,bawang merah,Sayuran
4159,2015-12-28,apel,Buah-buahan
4558,2015-03-04,biskuit,Makanan dan Minuman
4680,2015-08-27,nanas,Buah-buahan
4303,2015-09-25,ikan kembung,Ikan Segar
4595,2015-07-08,mangga,Buah-buahan
2600,2015-12-16,bayam,Sayuran
3830,2015-07-04,kacang telur,Makanan dan Minuman
2073,2015-05-14,rempah-rempah,Bahan dan Bumbu Makanan
1847,2015-02-14,ikan kembung,Ikan Segar
1223,2015-11-30,ikan bawal,Ikan Segar
3297,2015-08-02,beras,Bahan dan Bumbu Makanan
2818,2015-11-22,susu sapi,Makanan dan Minuman
2507,2015-12-30,kopi,Makanan dan Minuman
3358,2015-03-19,soda,Bahan dan Bumbu Makanan
1930,2015-04-18,mayones,Bahan dan Bumbu Makanan
2764,2015-12-28,apel,Buah-buahan
3025,2015-06-16,teh,Makanan dan Minuman
2201,2015-03-05,ikan sarden,Ikan Segar
3982,2015-07-25,yogurt,Makanan dan Minuman
2117,2015-03-28,air mineral,Makanan dan Minuman
2706,2015-12-02,bayam,Sayuran
4924,2015-08-26,daging bebek,Daging-dagingan
3851,2015-10-05,mentega,Bahan dan Bumbu Makanan
4036,2015-05-26,susu sapi,Makanan dan Minuman
2202,2015-09-28,ikan pindang,Ikan Segar
1574,2015-12-02,roti cokelat,Makanan dan Minuman
1417,2015-07-13,kelapa,Buah-buahan
3204,2015-08-05,bubur instan,Makanan dan Minuman
3445,2015-01-10,bubuk lada,Bahan dan Bumbu Makanan
3748,2015-05-03,ikan salmon,Ikan Segar
4061,2015-09-05,beri,Buah-buahan
2855,2015-09-09,soda,Bahan dan Bumbu Makanan
4548,2015-07-28,pare,Sayuran
3881,2015-07-04,wortel,Sayuran
3864,2015-12-12,daging bebek,Daging-dagingan
2766,2015-08-19,minyak,Bahan dan Bumbu Makanan
3953,2015-05-13,nanas,Buah-buahan
4526,2015-08-24,roti bolu,Makanan dan Minuman
1468,2015-09-10,bayam,Sayuran
4982,2015-01-08,daun singkong,Sayuran
3450,2015-04-27,daging sapi,Daging-dagingan
1330,2015-02-11,soda,Bahan dan Bumbu Makanan
4456,2015-04-17,bayam,Sayuran
4606,2015-03-30,kepiting,Ikan Segar
3773,2015-11-27,soda,Bahan dan Bumbu Makanan
4593,2015-12-02,bayam,Sayuran
2244,2015-01-28,yogurt,Makanan dan Minuman
4296,2015-08-26,yogurt,Makanan dan Minuman
3296,2015-02-03,pare,Sayuran
1114,2015-10-07,susu sapi uht,Makanan dan Minuman
3480,2015-07-05,seledri,Sayuran
3842,2015-10-14,roti bolu,Makanan dan Minuman
1715,2015-05-21,cokelat,Buah-buahan
4052,2015-04-21,susu sapi,Makanan dan Minuman
2663,2015-05-28,beri,Buah-buahan
1861,2015-05-19,bayam,Sayuran
2181,2015-06-23,kue tart,Makanan dan Minuman
2319,2015-10-05,yogurt,Makanan dan Minuman
4277,2015-06-12,roti bolu,Makanan dan Minuman
2193,2015-07-01,bawang putih,Sayuran
3589,2015-05-10,apel,Buah-buahan
3144,2015-06-19,cabai rawit,Sayuran
4044,2015-08-26,margarin,Bahan dan Bumbu Makanan
4048,2015-08-05,roti bolu,Makanan dan Minuman
2272,2015-01-31,wafel,Bahan dan Bumbu Makanan
4637,2015-05-14,daun singkong,Sayuran
3640,2015-01-26,anggur,Buah-buahan
2599,2015-11-22,apel,Buah-buahan
1363,2015-10-14,margarin,Bahan dan Bumbu Makanan
3560,2015-09-27,kepiting,Ikan Segar
1228,2015-02-23,gurita,Ikan Segar
3749,2015-09-03,kopi instan,Makanan dan Minuman
1358,2015-12-29,cuka,Bahan dan Bumbu Makanan
2586,2015-10-26,pisang,Buah-buahan
4626,2015-12-24,roti bolu,Makanan dan Minuman
1857,2015-10-09,nanas,Buah-buahan
2646,2015-11-11,pare,Sayuran
4242,2015-09-12,susu sapi,Makanan dan Minuman
2344,2015-02-14,pare,Sayuran
1646,2015-08-15,keju,Makanan dan Minuman
3450,2015-08-03,ikan lele,Ikan Segar
4645,2015-12-29,soda,Bahan dan Bumbu Makanan
3154,2015-10-04,pare,Sayuran
2037,2015-04-19,anggur,Buah-buahan
2078,2015-10-16,ikan lele,Ikan Segar
2444,2015-12-05,yogurt,Makanan dan Minuman
2100,2015-10-13,buah jeruk,Buah-buahan
4689,2015-04-06,susu sapi uht,Makanan dan Minuman
4430,2015-02-22,kerang,Ikan Segar
1997,2015-10-26,nanas,Buah-buahan
3414,2015-05-02,kepiting,Ikan Segar
2289,2015-06-09,kacang telur,Makanan dan Minuman
3137,2015-08-24,bayam,Sayuran
1696,2015-01-03,susu sapi,Makanan dan Minuman
1332,2015-03-04,roti bolu,Makanan dan Minuman
4748,2015-03-24,pare,Sayuran
4505,2015-04-17,markisa,Buah-buahan
4336,2015-04-27,tepung beras,Bahan dan Bumbu Makanan
2800,2015-03-17,saus,Bahan dan Bumbu Makanan
4456,2015-03-21,beras,Bahan dan Bumbu Makanan
3537,2015-12-07,ikan kembung,Ikan Segar
1331,2015-04-29,tepung beras,Bahan dan Bumbu Makanan
1140,2015-06-26,bayam,Sayuran
1976,2015-10-14,pare,Sayuran
3353,2015-04-13,yogurt,Makanan dan Minuman
2190,2015-05-14,roti bolu,Makanan dan Minuman
3221,2015-06-29,soda,Bahan dan Bumbu Makanan
4878,2015-09-21,kentang,Sayuran
2291,2015-09-20,kue tart,Makanan dan Minuman
2542,2015-08-03,yogurt,Makanan dan Minuman
3770,2015-01-13,mentimun,Sayuran
3892,2015-07-20,rempah-rempah,Bahan dan Bumbu Makanan
2515,2015-07-22,bubur instan,Makanan dan Minuman
4687,2015-01-13,udang,Ikan Segar
3743,2015-06-05,keju,Makanan dan Minuman
1031,2015-10-15,bayam,Sayuran
4245,2015-04-06,yogurt,Makanan dan Minuman
1851,2015-06-29,susu sapi,Makanan dan Minuman
1788,2015-12-20,beri,Buah-buahan
3166,2015-01-15,wafel,Bahan dan Bumbu Makanan
4108,2015-09-27,yogurt,Makanan dan Minuman
4078,2015-04-25,cokelat,Buah-buahan
1784,2015-09-26,melon,Buah-buahan
4001,2015-06-21,soda,Bahan dan Bumbu Makanan
3202,2015-11-14,mentega,Bahan dan Bumbu Makanan
1939,2015-07-15,susu sapi,Makanan dan Minuman
2530,2015-08-30,bayam,Sayuran
2893,2015-12-12,ikan kaleng,Ikan Segar
3666,2015-02-16,bayam,Sayuran
1123,2015-12-11,soda,Bahan dan Bumbu Makanan
1098,2015-07-05,kopi instan,Makanan dan Minuman
4319,2015-05-21,susu sapi uht,Makanan dan Minuman
4761,2015-01-03,bayam,Sayuran
3790,2015-07-26,minyak goreng,Bahan dan Bumbu Makanan
4296,2015-07-28,daging ayam,Daging-dagingan
4450,2015-07-30,susu kental manis,Bahan dan Bumbu Makanan
2434,2015-09-18,kopi,Makanan dan Minuman
3779,2015-10-11,roti bolu,Makanan dan Minuman
1613,2015-03-08,sawi,Sayuran
3209,2015-12-28,penyedap rasa,Bahan dan Bumbu Makanan
4895,2015-07-09,minyak goreng,Bahan dan Bumbu Makanan
1654,2015-03-25,bubur instan,Makanan dan Minuman
1126,2015-04-29,susu sapi,Makanan dan Minuman
1254,2015-04-19,daging bebek,Daging-dagingan
3168,2015-02-05,tepung terigu,Bahan dan Bumbu Makanan
1892,2015-09-30,buah jeruk,Buah-buahan
1936,2015-05-20,markisa,Buah-buahan
3132,2015-07-30,yogurt,Makanan dan Minuman
4316,2015-11-01,bayam,Sayuran
4375,2015-05-10,minyak goreng,Bahan dan Bumbu Makanan
3468,2015-08-07,cuka,Bahan dan Bumbu Makanan
2488,2015-08-19,bawang merah,Sayuran
1769,2015-12-30,susu sapi,Makanan dan Minuman
4937,2015-10-04,kopi,Makanan dan Minuman
3389,2015-08-17,bubuk lada,Bahan dan Bumbu Makanan
1439,2015-08-13,susu sapi,Makanan dan Minuman
2542,2015-11-24,pare,Sayuran
2065,2015-01-22,bayam,Sayuran
3830,2015-10-07,kentang,Sayuran
3686,2015-01-04,nanas,Buah-buahan
2774,2015-10-28,soda,Bahan dan Bumbu Makanan
2204,2015-07-16,daging bebek,Daging-dagingan
4833,2015-10-03,nanas,Buah-buahan
1477,2015-08-02,roti bolu,Makanan dan Minuman
4697,2015-11-09,air mineral,Makanan dan Minuman
2435,2015-09-29,daging sapi,Daging-dagingan
2164,2015-03-19,ikan kembung,Ikan Segar
3557,2015-02-02,air mineral,Makanan dan Minuman
4319,2015-08-11,udang,Ikan Segar
3615,2015-08-13,ikan salmon,Ikan Segar
1902,2015-10-21,kacang telur,Makanan dan Minuman
4390,2015-01-20,kopi,Makanan dan Minuman
1985,2015-11-26,susu sapi,Makanan dan Minuman
1265,2015-09-29,apel,Buah-buahan
2023,2015-08-31,kepiting,Ikan Segar
4288,2015-09-25,daging sapi,Daging-dagingan
2261,2015-06-29,kentang,Sayuran
3073,2015-01-17,nastar,Makanan dan Minuman
2406,2015-04-09,susu sapi,Makanan dan Minuman
3983,2015-07-20,ikan sarden,Ikan Segar
1737,2015-01-23,bawang putih,Sayuran
1304,2015-04-30,tepung beras,Bahan dan Bumbu Makanan
4227,2015-08-20,kopi,Makanan dan Minuman
3987,2015-06-17,daun singkong,Sayuran
4127,2015-12-11,rempah-rempah,Bahan dan Bumbu Makanan
1734,2015-03-20,ikan bawal,Ikan Segar
2770,2015-07-15,kopi,Makanan dan Minuman
1454,2015-01-13,apel,Buah-buahan
2256,2015-08-21,tepung beras,Bahan dan Bumbu Makanan
2625,2015-11-18,daging bebek,Daging-dagingan
4335,2015-05-12,susu sapi,Makanan dan Minuman
3738,2015-05-24,wafel,Bahan dan Bumbu Makanan
2394,2015-08-19,susu sapi,Makanan dan Minuman
1927,2015-05-15,anggur,Buah-buahan
3681,2015-10-14,keju lembut,Bahan dan Bumbu Makanan
2435,2015-08-30,susu sapi,Makanan dan Minuman
1728,2015-08-15,air mineral,Makanan dan Minuman
4708,2015-04-14,bayam,Sayuran
1010,2015-07-31,lobster,Ikan Segar
3735,2015-04-20,alpukat,Buah-buahan
3331,2015-05-19,kacang telur,Makanan dan Minuman
2383,2015-05-10,mentimun,Sayuran
1160,2015-11-20,apel,Buah-buahan
4890,2015-04-22,susu sapi,Makanan dan Minuman
3513,2015-05-29,wafel,Bahan dan Bumbu Makanan
2525,2015-01-14,soda,Bahan dan Bumbu Makanan
3708,2015-03-09,bayam,Sayuran
4746,2015-06-06,kue bar,Makanan dan Minuman
4784,2015-11-09,kopi,Makanan dan Minuman
2051,2015-02-01,minyak goreng,Bahan dan Bumbu Makanan
4745,2015-12-04,roti bolu,Makanan dan Minuman
4364,2015-01-17,beras,Bahan dan Bumbu Makanan
1493,2015-02-23,susu sapi,Makanan dan Minuman
1330,2015-05-18,beri,Buah-buahan
1777,2015-10-07,daun singkong,Sayuran
2633,2015-10-07,roti bolu,Makanan dan Minuman
1917,2015-01-23,yogurt,Makanan dan Minuman
4891,2015-09-01,mentega,Bahan dan Bumbu Makanan
3828,2015-06-15,ikan kaleng,Ikan Segar
2282,2015-11-05,margarin,Bahan dan Bumbu Makanan
2743,2015-10-08,kunyit,Bahan dan Bumbu Makanan
2704,2015-11-18,anggur,Buah-buahan
4170,2015-11-07,anggur,Buah-buahan
3867,2015-07-09,daging sapi,Daging-dagingan
2592,2015-04-23,udang,Ikan Segar
1894,2015-03-10,soda,Bahan dan Bumbu Makanan
2348,2015-08-09,kangkung,Sayuran
3747,2015-02-24,mentega,Bahan dan Bumbu Makanan
4220,2015-08-21,roti bolu,Makanan dan Minuman
4504,2015-04-09,buah jeruk,Buah-buahan
3175,2015-11-23,soda,Bahan dan Bumbu Makanan
4240,2015-06-28,daging kambing,Daging-dagingan
4608,2015-11-25,kangkung,Sayuran
3053,2015-03-12,roti cokelat,Makanan dan Minuman
4096,2015-06-29,ikan sarden,Ikan Segar
2517,2015-01-28,yogurt,Makanan dan Minuman
1899,2015-10-24,bawang putih,Sayuran
2934,2015-11-05,tepung beras,Bahan dan Bumbu Makanan
2508,2015-12-27,selada,Sayuran
